chapter,volume,name,pages,date
521,53,Hoof of the Celestial Dragon,19,"November 10, 2008"
522,53,Fatal Illness,19,"November 17, 2008"
523,54,Hell,19,"November 22, 2008"
524,54,No One Can Stop This Now,19,"December 1, 2008"
525,54,The Underwater Prison Impel Down,19,"December 8, 2008"
526,54,Adventure in the Great Prison,19,"December 22, 2008"
527,54,Level 1 Crimson Hell,19,"January 5, 2009"
528,54,"Jinbe, Knight of the Sea",19,"January 19, 2009"
529,54,Level 2 Wild Beast Hell,19,"January 26, 2009"
530,54,From One Hell to Another,19,"February 2, 2009"
531,54,Level 3 Starvation Hell,19,"February 9, 2009"
532,54,Jailer Beast Minotaurus,19,"February 16, 2009"
533,55,Level 4 Inferno Hell,19,"February 23, 2009"
534,55,Chief Warden Magellan vs. Pirate Luffy,19,"March 9, 2009"
535,55,Friend,19,"March 16, 2009"
536,55,Level 5 Frozen Hell,19,"March 23, 2009"
537,55,Okama in Hell,19,"March 30, 2009"
538,55,Level 5.5 Newkama Land,19,"April 6, 2009"
539,55,Emporio Tension Hormone,19,"April 13, 2009"
540,55,Level 6 Eternal Hell,19,"April 27, 2009"
541,55,The Likes of Which It Has Never Seen,19,"May 11, 2009"
542,56,Another Incident to Be Told,19,"May 18, 2009"
543,56,Straw Hat and Blackbeard,19,"May 25, 2009"
544,56,The Lid to the Cauldron of Hell Opens,19,"June 1, 2009"
545,56,To the Sunshine in Outside World,19,"June 8, 2009"
546,56,"Fish-Man Pirate Captain Jinbe, Warlord of the Sea",17,"June 15, 2009"
547,56,Escaping the Island,19,"June 22, 2009"
548,56,Thank You,19,"June 29, 2009"
549,56,Ship Sailing Forth,19,"July 6, 2009"
550,56,Marine Headquarters,19,"July 18, 2009"
551,56,Whitebeard of the Four Emperors,19,"July 27, 2009"
552,57,Ace and Whitebeard,19,"August 3, 2009"
553,57,Summit Battle,17,"August 10, 2009"
554,57,Admiral Akainu,15,"August 24, 2009"
555,57,Oars and the Kasa,19,"August 31, 2009"
556,57,Justice Will Prevail!!,17,"September 7, 2009"
557,57,Luffy and Whitebeard,17,"September 19, 2009"
558,57,Little Brother,17,"September 28, 2009"
559,57,Destiny,17,"October 5, 2009"
560,57,Prisoners of Impel Down,17,"October 10, 2009"
561,57,Luffy vs. Mihawk,17,"October 26, 2009"
562,57,Pirate Maelstrom Spider Squard,17,"November 2, 2009"
563,58,"One Heart, One Man",17,"November 9, 2009"
564,58,The Man Who Shook the World,17,"November 21, 2009"
565,58,Oars' Path,17,"November 30, 2009"
566,58,Raid,19,"December 7, 2009"
567,58,Marineford Marine Headquarters - Oris Plaza,19,"December 14, 2009"
568,58,Have It Your Way!,15,"December 21, 2009"
569,58,White Monster,15,"January 4, 2010"
570,58,The Bridge of Life,15,"January 18, 2010"
571,58,The Execution Platform,17,"January 25, 2010"
572,58,The Times They Are A-Changin',17,"February 1, 2010"
573,58,"The Name of This Era is ""Whitebeard""",17,"February 8, 2010"
574,59,Portgas D. Ace Dies,17,"February 15, 2010"
575,59,Voiceless Rage,15,"February 22, 2010"
576,59,The Great Pirate Edward Newgate,17,"March 8, 2010"
577,59,Outrageous Events One After Another,17,"March 15, 2010"
578,59,A Gift for the New Era,19,"March 20, 2010"
579,59,Seconds of Courage,17,"March 29, 2010"
580,59,The War's Conclusion,15,"April 5, 2010"
581,59,Creeping Future,17,"April 19, 2010"
582,59,Luffy and Ace,19,"April 26, 2010"
583,59,Gray Terminal - The Final Destination of the Uncertainty,17,"May 10, 2010"
584,59,Incident With Porchemy,17,"May 17, 2010"
585,60,Brothers' Sake Cups,19,"May 24, 2010"
586,60,City of Stench,19,"May 31, 2010"
587,60,I Will Not Run Away,19,"June 7, 2010"
588,60,Sabo's Ocean,19,"June 14, 2010"
589,60,Will of the Winds,19,"June 28, 2010"
590,60,My Little Brother,19,"July 5, 2010"
591,60,Are You Sure About That?,19,"July 12, 2010"
592,60,Yell,19,"July 17, 2010"
593,60,NEWS,19,"July 26, 2010"
594,60,Message,19,"August 2, 2010"
595,61,The Pledge,19,"August 9, 2010"
596,61,SPECTRUM,19,"August 23, 2010"
597,61,3D2Y,19,"August 30, 2010"
598,61,2 Years Later,24,"October 4, 2010"
599,61,Nine Pirates,19,"October 9, 2010"
600,61,Island of New Beginnings,19,"October 18, 2010"
601,61,Romance Dawn For the New World:The Dawn of an Adventureinto a New World,19,"October 25, 2010"
602,61,Downward Ho!!,17,"November 1, 2010"
603,61,Keep It In Your Heart,17,"November 8, 2010"
604,62,Into the Depths,19,"November 15, 2010"
605,62,The Kraken and the Pirates,19,"November 29, 2010"
606,62,Deep Sea Adventure,17,"December 6, 2010"
607,62,"10,000 Meters Under the Sea",17,"December 13, 2010"
608,62,Underwater Paradise,17,"December 20, 2010"
609,62,Adventure on Fish-Man Island,19,"January 4, 2011"
610,62,"Madam Shyarly, Fortune-Teller",15,"January 17, 2011"
611,62,Hody Jones,17,"January 24, 2011"
612,62,Taken by the Shark They Saved,19,"January 31, 2011"
613,62,The Mermaid Princessin Hard-Shell Tower,17,"February 7, 2011"
614,62,What's Done is Done,17,"February 14, 2011"
615,63,Mato Mato Curse,17,"February 21, 2011"
616,63,Anniversary for Revenge,17,"February 28, 2011"
617,63,Major Incident on Coral Hill,17,"March 14, 2011"
618,63,Proposal,19,"March 19, 2011"
619,63,At the Sea Forest,17,"April 4, 2011"
620,63,The Longed-For Amusement Park,17,"April 11, 2011"
621,63,Otohime and Tiger,17,"April 18, 2011"
622,63,The Sun Pirates,19,"April 25, 2011"
623,63,Fisher Tiger the Pirate,19,"May 9, 2011"
624,63,Queen Otohime,17,"May 16, 2011"
625,63,Uninherited Will,19,"May 23, 2011"
626,63,The Three Neptune Brothers,19,"May 30, 2011"
627,64,You Have My Gratitude,19,"June 6, 2011"
628,64,Spring Cleaning,19,"June 20, 2011"
629,64,Former Warlord in the Way,19,"June 27, 2011"
630,64,Getting Violent,19,"July 4, 2011"
631,64,Gyoncorde Plaza,19,"July 11, 2011"
632,64,I Knew,19,"July 16, 2011"
633,64,Friend or Foe,19,"August 1, 2011"
634,64,"100,000 vs. 10",19,"August 8, 2011"
635,64,So Scared I Ran Up to the Sky,19,"August 22, 2011"
636,64,General from Futureland,19,"August 29, 2011"
637,65,The Ancient Ark,19,"September 5, 2011"
638,65,Escape-Hoshi,19,"September 12, 2011"
639,65,Protect Everything,19,"September 17, 2011"
640,65,Above Fish-Man Island,19,"September 26, 2011"
641,65,What Are You?,19,"October 8, 2011"
642,65,Lost All Face,19,"October 17, 2011"
643,65,Phantom,19,"October 24, 2011"
644,65,To Zero,19,"October 31, 2011"
645,65,Death Is Another Form of Revenge,19,"November 7, 2011"
646,65,Frog,19,"November 21, 2011"
647,66,"Stop, Noah",19,"November 28, 2011"
648,66,The Road Toward the Sun,19,"December 5, 2011"
649,66,The Dance of Sea Breams and Flounders,19,"December 12, 2011"
650,66,Two Changes to Be Aware Of,17,"December 19, 2011"
651,66,A Voice From the New World,19,"January 4, 2012"
652,66,Grim Premonitions,17,"January 16, 2012"
653,66,The Hero Hat,19,"January 23, 2012"
654,66,Gam,19,"January 30, 2012"
655,66,Punk Hazard,19,"February 6, 2012"
656,66,Adventure on the Burning Island,19,"February 13, 2012"
657,67,Severed Head,17,"February 20, 2012"
658,67,Biscuits Room,19,"March 5, 2012"
659,67,About My Torso,19,"March 12, 2012"
660,67,"Trafalgar Law, Warlord of the Sea",19,"March 19, 2012"
661,67,The Lake of Bandits,19,"March 26, 2012"
662,67,Warlord Law Vs. Vice Admiral Smoker,19,"April 2, 2012"
663,67,CC,19,"April 16, 2012"
664,67,Master Caesar Clown,19,"April 23, 2012"
665,67,CANDY,17,"May 7, 2012"
666,67,Yeti Cool Brothers,17,"May 14, 2012"
667,67,COOL FIGHT,19,"May 21, 2012"
668,68,Pirate Alliance,19,"May 28, 2012"
669,68,Commence Operation,17,"June 4, 2012"
670,68,Blizzard With a Chance of Slime,17,"June 11, 2012"
671,68,Gasu Gasu no Mi,17,"June 18, 2012"
672,68,My Name Is Kin'emon!!,19,"July 2, 2012"
673,68,Vergo and Joker,19,"July 9, 2012"
674,68,The Observers,17,"July 14, 2012"
675,68,"I Call It ""Shinokuni""",19,"July 30, 2012"
676,68,The Perfect Weapon of Mass Murder,19,"August 6, 2012"
677,68,COUNTER HAZARD!!,19,"August 20, 2012"
678,68,Lobby of Laboratory Building A,17,"August 27, 2012"
679,69,The G-5 Spirit,19,"September 3, 2012"
680,69,Marine G-5 Base Commander Vergo the Demon Bamboo,19,"September 10, 2012"
681,69,Luffy vs. Master,19,"September 15, 2012"
682,69,Puppet Master,19,"September 24, 2012"
683,69,An Icy Woman,19,"October 6, 2012"
684,69,"Don't Do It, Vegapunk",19,"October 15, 2012"
685,69,My Name is Momonosuke!!,19,"October 22, 2012"
686,69,The Snow Woman in the Biscuits Room,19,"October 29, 2012"
687,69,Wild Beast,19,"November 5, 2012"
688,69,Mocha,19,"November 12, 2012"
689,69,A Seemingly Non-Existent Island,19,"November 26, 2012"
690,69,SAD,19,"December 3, 2012"
691,70,King of Shinokuni,21,"December 10, 2012"
692,70,Assassins from Dressrosa,19,"December 17, 2012"
693,70,Die for Me,17,"December 22, 2012"
694,70,The Most Dangerous Man,17,"January 4, 2013"
695,70,Leave It to Us!!!,19,"January 21, 2013"
696,70,Alignment of Interests,19,"January 28, 2013"
697,70,A Deal,19,"February 4, 2013"
698,70,Doflamingo Appears,19,"February 9, 2013"
699,70,Morning Edition,19,"February 25, 2013"
700,70,His Own Pace,19,"March 4, 2013"
701,71,"Adventure in the Land of Love, Passion, and Toys",19,"March 11, 2013"
702,71,Corrida Colosseum,15,"March 25, 2013"
703,71,Waiting Room,19,"April 1, 2013"
704,71,Lucy and the Statue of Kyros,19,"April 8, 2013"
705,71,Maynard the Pursuer,19,"April 15, 2013"
706,71,I Won't Laugh at You,15,"April 22, 2013"
707,71,B Block,17,"April 27, 2013"
708,71,Colosseum of Scoundrels,15,"May 13, 2013"
709,71,King Punch!!,19,"May 20, 2013"
710,71,To Green Bit,19,"June 10, 2013"
711,71,Adventure in the Land of Dwarves,19,"June 17, 2013"
712,72,Violet,19,"July 1, 2013"
713,72,Usoland,19,"July 8, 2013"
714,72,Lucy and Ucy,19,"July 13, 2013"
715,72,Closely Contested C Block,19,"July 22, 2013"
716,72,Don Chinjao,19,"August 5, 2013"
717,72,Dressrosa's Forgotten,19,"August 12, 2013"
718,72,Riku Royal Army on the Flower Hill,19,"August 26, 2013"
719,72,"Open, Chinjao",19,"September 2, 2013"
720,72,Prison-Gladiators,19,"September 9, 2013"
721,72,Rebecca and Soldier-san,19,"September 14, 2013"
722,73,Royal Bloodlines,19,"September 30, 2013"
723,73,Change of Plans,19,"October 7, 2013"
724,73,Law's Plan,19,"October 12, 2013"
725,73,The Undefeated Woman,17,"October 21, 2013"
726,73,The Riku Family,19,"November 2, 2013"
727,73,The Lurking Hero,19,"November 11, 2013"
728,73,The Number of Tragedies,19,"November 18, 2013"
729,73,Warlord Doflamingo vs. Warlord Law,17,"November 25, 2013"
730,73,3 Cards,19,"December 9, 2013"
731,73,Operation Dressrosa SOP,19,"December 16, 2013"
732,74,An Underground World,19,"December 21, 2013"
733,74,What Soldier-san Wants,19,"January 4, 2014"
734,74,The Kamaitachi of Rommel,19,"January 20, 2014"
735,74,Fujitora's Intention,19,"January 27, 2014"
736,74,Executive Officer Diamante,19,"February 3, 2014"
737,74,Officer's Tower,19,"February 10, 2014"
738,74,"Trebol Army, Special Officer Sugar",19,"February 24, 2014"
739,74,Commander,19,"March 3, 2014"
740,74,It's in Your Hands!!!,19,"March 10, 2014"
741,74,Usoland the Liar,19,"March 17, 2014"
742,74,I'll Always Be By Your Side,19,"March 31, 2014"
743,75,Dressrosa Trembles,19,"April 7, 2014"
744,75,Revolutionary Army Chief of Staff,19,"April 14, 2014"
745,75,The Birdcage,19,"April 28, 2014"
746,75,Stars,19,"May 12, 2014"
747,75,Executive Officer Pica,19,"May 19, 2014"
748,75,My Repayment,17,"May 26, 2014"
749,75,March Forward!! Army of Rascals,17,"June 2, 2014"
750,75,The State of the War,19,"June 23, 2014"
751,75,Sabo vs. Admiral Fujitora,17,"June 30, 2014"
752,75,Palm,17,"July 7, 2014"
753,76,Battle,17,"July 19, 2014"
754,76,Pleased to Make Your Acquaintance,17,"July 28, 2014"
755,76,A Man's World,17,"August 4, 2014"
756,76,The Fourth Step,19,"August 11, 2014"
757,76,Trump Card,17,"August 25, 2014"
758,76,Just Keep Going,17,"September 1, 2014"
759,76,Secret Plan,17,"September 8, 2014"
760,76,The Same Bet,13,"September 13, 2014"
761,76,Ope Ope no Mi,15,"September 22, 2014"
762,76,The White Town,17,"October 6, 2014"
763,76,Declaration of Humanity,17,"October 11, 2014"
764,77,White Monster,19,"October 20, 2014"
765,77,"Minion, the Isle of Fate",17,"October 27, 2014"
766,77,Smile,17,"November 10, 2014"
767,77,Cora-san,17,"November 17, 2014"
768,77,The Trigger That Day,15,"November 22, 2014"
769,77,Bellamy the Pirate,17,"December 1, 2014"
770,77,The Spear of Elbaf,17,"December 15, 2014"
771,77,"Sai, Don of the Happo Navy",19,"December 22, 2014"
772,77,Cabbage & Lomeo,17,"January 5, 2015"
773,77,Half & Half,19,"January 19, 2015"
774,77,"Leo, Chief of the Tontatta Tribe Warriors",15,"January 26, 2015"
775,77,To Russian With Love,19,"February 2, 2015"
776,78,Hero of the Colosseum,19,"February 16, 2015"
777,78,Zoro vs. Pica,19,"February 23, 2015"
778,78,Tactics No. 5,19,"March 2, 2015"
779,78,The Last Fight,19,"March 9, 2015"
780,78,The Heart Curse,15,"March 23, 2015"
781,78,Long-Cherished Desire,19,"March 30, 2015"
782,78,The Charisma of Evil,19,"April 6, 2015"
783,78,In My Way,19,"April 13, 2015"
784,78,Gear 4,19,"April 27, 2015"
785,78,Even If Your Legs Break,19,"May 11, 2015"
786,79,Gatz,17,"May 18, 2015"
787,79,4 Minutes Before,17,"May 25, 2015"
788,79,My Battle,17,"June 1, 2015"
789,79,Lucy!!,19,"June 8, 2015"
790,79,Heaven and Earth,19,"June 22, 2015"
791,79,Rubble,17,"June 29, 2015"
792,79,Prostration,15,"July 6, 2015"
793,79,Tiger and Dog,15,"July 13, 2015"
794,79,Sabo's Adventure,15,"July 18, 2015"
795,79,Suicide,17,"August 3, 2015"
796,80,Soldier-san's Conviction,19,"August 10, 2015"
797,80,Rebecca,17,"August 24, 2015"
798,80,Heart,17,"August 31, 2015"
799,80,Parent and Child,17,"September 7, 2015"
800,80,Followers's Sake Cups,17,"September 19, 2015"
801,80,Opening Speech,17,"September 28, 2015"
802,80,Zou,17,"October 5, 2015"
803,80,Elephant Climbing,13,"October 10, 2015"
804,80,Adventure in the Land Atop the Elephant's Back,17,"October 26, 2015"
805,80,The Mink Tribe,17,"November 2, 2015"
806,80,At the Fortress of Right Belly,17,"November 9, 2015"
807,81,10 Days Earlier,17,"November 21, 2015"
808,81,Duke Inuarashi,17,"November 30, 2015"
809,81,Master Nekomamushi,19,"December 7, 2015"
810,81,The Curly Hat Pirates Arrive,17,"December 21, 2015"
811,81,Roko,19,"January 4, 2016"
812,81,"Capone ""Gang"" Bege",17,"January 18, 2016"
813,81,Tea Party Invitation,17,"January 25, 2016"
814,81,Let's Go See Master Nekomamushi,17,"February 1, 2016"
815,81,Take Me with You!!,17,"February 8, 2016"
816,81,Dog vs. Cat,17,"February 15, 2016"
817,82,Raizo of the Mist,19,"February 29, 2016"
818,82,Inside the Whale,17,"March 7, 2016"
819,82,"Momonosuke, Heir to the Kozuki Family",17,"March 14, 2016"
820,82,Dog and Cat Have a History,17,"March 19, 2016"
821,82,Understood,19,"April 4, 2016"
822,82,Descending the Elephant,17,"April 11, 2016"
823,82,The World is Restless,17,"April 18, 2016"
824,82,Whim,19,"April 25, 2016"
825,82,The WENP's Comic Strip,13,"May 9, 2016"
826,82,0 and 4,17,"May 23, 2016"
827,82,Totto Land,17,"May 30, 2016"
828,83,1 and 2,17,"June 6, 2016"
829,83,"Emperor of the Sea, Charlotte Linlin",18,"June 20, 2016"
830,83,A Man You Can Bet On,17,"June 27, 2016"
831,83,Adventure in the Mysterious Forest,17,"July 4, 2016"
832,83,Germa Kingdom,19,"July 16, 2016"
833,83,Vinsmoke Judge,19,"July 25, 2016"
834,83,My Dream,17,"August 1, 2016"
835,83,The Nation of Souls,19,"August 8, 2016"
836,83,The Vivre Card Lola Gave,15,"August 22, 2016"
837,83,Luffy vs. Commander Cracker,17,"August 29, 2016"
838,83,Choniki,17,"September 5, 2016"
839,84,I Owe You My Life,17,"September 17, 2016"
840,84,The Iron Mask,17,"September 26, 2016"
841,84,To the East Blue,17,"October 3, 2016"
842,84,The Power of a Full Stomach,15,"October 8, 2016"
843,84,Vinsmoke Sanji,19,"October 24, 2016"
844,84,Luffy vs. Sanji,17,"October 31, 2016"
845,84,Forces of Rage,17,"November 7, 2016"
846,84,Tamago Security,17,"November 21, 2016"
847,84,Luffy and Big Mom,17,"November 28, 2016"
848,84,Goodbye,19,"December 5, 2016"
849,85,Choniki in the Land of Mirrors,17,"December 12, 2016"
850,85,A Ray of Light,17,"December 26, 2016"
851,85,Moist Cigarette,17,"January 7, 2017"
852,85,Germa's Failure,17,"January 16, 2017"
853,85,Not Here,17,"January 30, 2017"
854,85,What Are You Doing?,17,"February 6, 2017"
855,85,Gugyurururu!!!,17,"February 13, 2017"
856,85,Liar,17,"February 20, 2017"
857,85,Rook,17,"March 6, 2017"
858,85,Meeting,19,"March 13, 2017"
859,86,Emperor Assassination Plan,17,"March 18, 2017"
860,86,10:00 Opening of the Banquet,17,"March 27, 2017"
861,86,Good Actor,17,"April 3, 2017"
862,86,The Intelligent Ones,17,"April 17, 2017"
863,86,The Honorable,19,"April 24, 2017"
864,86,The Vinsmoke Massacre Plot,17,"May 8, 2017"
865,86,"Hey, Mother",17,"May 15, 2017"
866,86,Natural Born Destroyer,17,"May 29, 2017"
867,86,Happy Birthday,17,"June 5, 2017"
868,86,KX Launcher,17,"June 12, 2017"
869,86,Under Siege,19,"June 19, 2017"
870,87,Parting,17,"July 3, 2017"
871,87,"You Can Do It, Caesar!!",17,"July 10, 2017"
872,87,Thick and Fluffy,19,"July 15, 2017"
873,87,Trapped Like Sweets in a Cage,17,"July 24, 2017"
874,87,Be My Servant,19,"August 7, 2017"
875,87,A Woman's Honor,17,"August 21, 2017"
876,87,Pudding Coincidentally Appears!!,17,"August 28, 2017"
877,87,Not Sweet,17,"September 4, 2017"
878,87,Captain Pedro of the Mink Tribe Guardians,19,"September 16, 2017"
879,87,"One of Big Mom's ""3 Sweet Commanders"", Katakuri",17,"September 25, 2017"
880,88,Zero Escape,17,"October 2, 2017"
881,88,Wave Room,17,"October 7, 2017"
882,88,Beyond the Emperor's Expectations,17,"October 23, 2017"
883,88,Merienda,17,"October 30, 2017"
884,88,Who Is That?,17,"November 6, 2017"
885,88,It's Brulï¿½e!!!,17,"November 13, 2017"
886,88,Way of Life,19,"November 27, 2017"
887,88,Somewhere Someone is Wishing for Your Happiness,17,"December 4, 2017"
888,88,Lion,17,"December 11, 2017"
889,88,Unfamiliar Mama,17,"December 25, 2017"
890,89,Big Mom on the Ship,19,"January 4, 2018"
891,89,They Believe in Me,17,"January 15, 2018"
892,89,Recognized as Strong Opponents,17,"January 29, 2018"
893,89,"Flampe, 36th Daughter of Charlotte",17,"February 5, 2018"
894,89,12:05,17,"February 10, 2018"
895,89,Luffy the Pirate vs. Commander Katakuri,17,"February 19, 2018"
896,89,The Last Request,17,"March 5, 2018"
897,89,Pekoms' Cacao Island Escape Plan,17,"March 12, 2018"
898,89,We'll Definitely Return,17,"March 19, 2018"
899,89,The Final Fortress,17,"March 26, 2018"
900,89,Bad End Musical,19,"April 2, 2018"
901,90,"Even If You Die, Don't Die!!!",17,"April 16, 2018"
902,90,End Roll,19,"April 23, 2018"
903,90,Fifth Emperor,17,"May 2, 2018"
904,90,Introducing the Revolutionary Army Commanders,15,"May 14, 2018"
905,90,A Beautiful World,17,"May 28, 2018"
906,90,The Holy Land Mary Geoise,17,"June 4, 2018"
907,90,The Empty Throne,17,"June 11, 2018"
908,90,The Levely Begins,17,"June 18, 2018"
909,90,Seppuku,17,"July 2, 2018"
910,90,Onward to Wano Country,17,"July 9, 2018"
911,91,Adventure in the Land of Samurai,19,"July 14, 2018"
912,91,Amigasa Village,19,"July 23, 2018"
913,91,Tsuru Returns the Favor,17,"August 6, 2018"
914,91,Okobore Town,17,"August 20, 2018"
915,91,Bakura Town,17,"August 27, 2018"
916,91,Wano Country Grand Sumo Tournament,19,"September 3, 2018"
917,91,The Treasure Ship of Provisions,17,"September 15, 2018"
918,91,Luffy-tarou Returns the Favor,17,"September 22, 2018"
919,91,The Ruins of Oden Castle,17,"October 1, 2018"
920,91,I Love Oden,17,"October 6, 2018"
921,91,Shutenmaru,19,"October 22, 2018"
922,92,Governor-General Kaidou of the Beasts Pirates,17,"October 29, 2018"
923,92,Emperor of the Sea Kaidou vs. Luffy,17,"November 5, 2018"
924,92,Ha,15,"November 12, 2018"
925,92,Blank,17,"November 26, 2018"
926,92,The Prisoner Mine,17,"December 3, 2018"
927,92,O-Toko the Kamuro,15,"December 10, 2018"
928,92,Introducing Komurasaki the Oiran,17,"December 22, 2018"
929,92,"Shogun of Wano Country, Kurozumi Orochi",18,"January 7, 2019"
930,92,Ebisu Town,17,"January 21, 2019"
931,92,O-Soba Mask,17,"February 4, 2019"
932,93,Shogun and Oiran,17,"February 9, 2019"
933,93,A Warrior's Mercy,17,"February 18, 2019"
934,93,Hyogoro of the Flower,15,"February 25, 2019"
935,93,Queen,17,"March 11, 2019"
936,93,The Grand Sumo Inferno,17,"March 18, 2019"
937,93,Gyukimaru on Oihagi Bridge,17,"March 25, 2019"
938,93,A Woman's Secret,13,"April 1, 2019"
939,93,The Old Leopard Never Forgets the Way,17,"April 15, 2019"
940,93,Sparks of Rebellion,17,"April 22, 2019"
941,93,The Star of Ebisu Town,17,"April 27, 2019"
942,93,"Daimyo of Hakumai, Shimotsuki Yasuie",17,"May 13, 2019"
943,94,SMILE,17,"May 27, 2019"
944,94,Partner,17,"June 3, 2019"
945,94,O-Lin,19,"June 10, 2019"
946,94,Queen vs. O-Lin,17,"June 24, 2019"
947,94,Queen's Gamble,17,"July 1, 2019"
948,94,Introducing Kawamatsu the Kappa,17,"July 8, 2019"
949,94,Mummy,19,"July 22, 2019"
950,94,A Soldier's Dream,17,"July 29, 2019"
951,94,Rampage,19,"August 5, 2019"
952,94,Hiyori and Kawamatsu,17,"August 19, 2019"
953,94,Once a Fox,17,"August 26, 2019"
954,95,Like Giving Wings to a Dragon,15,"September 2, 2019"
955,95,Enma,17,"September 14, 2019"
956,95,Big News,17,"September 21, 2019"
957,95,Ultimate,19,"September 30, 2019"
958,95,The Promised Port,15,"October 7, 2019"
959,95,Samurai,17,"October 21, 2019"
960,95,Introducing Kozuki Oden,17,"October 28, 2019"
961,95,The Mountain God Incident,17,"November 2, 2019"
962,95,Daimyo and Retainers,13,"November 18, 2019"
963,95,Becoming Samurai,17,"November 25, 2019"
964,95,Oden's Adventure,17,"December 2, 2019"
965,96,The Kurozumi Family's Plot,17,"December 16, 2019"
966,96,Roger and Whitebeard,17,"December 23, 2019"
967,96,Roger's Adventure,19,"January 4, 2020"
968,96,Oden's Return,17,"January 20, 2020"
969,96,Fool of a Lord,17,"January 27, 2020"
970,96,Oden vs. Kaidou,17,"February 3, 2020"
971,96,Sentenced to Boil,17,"February 17, 2020"
972,96,"I am Oden, And I Was Born to Boil",19,"February 22, 2020"
973,96,The Kozuki Clan,17,"March 9, 2020"
974,96,Onward to Onigashima!!,17,"March 16, 2020"
975,97,Kin'emon's Clever Trick,17,"March 23, 2020"
976,97,Begging Your Pardon!!!,19,"April 6, 2020"
977,97,The Party's Off!!!,17,"April 13, 2020"
978,97,Introducing the Tobiroppo,17,"April 27, 2020"
979,97,Family Problem,17,"May 11, 2020"
980,97,Fighting Music,17,"May 25, 2020"
981,97,Joining the Fight,19,"June 8, 2020"
982,97,Scoundrel Meets Scoundrel,17,"June 15, 2020"
983,97,Thunder,17,"June 22, 2020"
984,97,My Bible,17,"July 6, 2020"
985,98,New Onigashima Project,19,"July 20, 2020"
986,98,My Name,17,"August 3, 2020"
987,98,The Brocade of Loyal Retainers,19,"August 11, 2020"
988,98,Sorry for the Wait,15,"August 24, 2020"
989,98,I Can't Imagine Losing,17,"September 7, 2020"
990,98,Army of One,17,"September 14, 2020"
991,98,Let Us Die!!!,17,"September 28, 2020"
992,98,Remnants,19,"October 17, 2020"
993,98,The Dream of Wano Country,17,"October 26, 2020"
994,98,My Other Name is Yamato,17,"November 2, 2020"
995,99,A Kunoichi's Oath,17,"November 16, 2020"
996,99,Island of the Strongest,17,"November 21, 2020"
997,99,Flame Clouds,17,"November 30, 2020"
998,99,Ancient Types,17,"December 14, 2020"
999,99,The Sake I Brewed to Drink With You,19,"December 21, 2020"
1000,99,Straw Hat Luffy,19,"January 4, 2021"
1001,99,Battle of Monsters on Onigashima,17,"January 18, 2021"
1002,99,Four Emperors vs. New Generation,17,"February 1, 2021"
1003,99,Night on the Board,17,"February 8, 2021"
1004,99,Kibi Dango,17,"February 15, 2021"
1005,100,Devil Child,17,"March 1, 2021"
1006,100,The Honorable Hyogoro of the Flower,19,"March 8, 2021"
1007,100,Tanuki-san,17,"March 15, 2021"
1008,100,"Leader of the Mt. Atama Thieves, Ashura Doji",17,"March 29, 2021"
1009,100,Naraku,19,"April 5, 2021"
1010,100,Haoshoku,17,"April 12, 2021"
1011,100,The Code of Anko,19,"April 26, 2021"
1012,100,Itch,15,"May 10, 2021"
1013,100,Anarchy In The B.M.,17,"May 17, 2021"
